"Accession_ID"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"1168"	"FJ882164"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"Aquimarina"	"Aquimarina sp. antisso-27"
"1169"	"FJ937845"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1170"	"FJ973595"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1171"	"FJ980777"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Marinoscillum"	"uncultured bacterium"
"1172"	"FJ744916"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1173"	"FJ744926"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1174"	"FJ745009"	"Bacteria"	"Nitrospirae"	"Nitrospira"	"Nitrospirales"	"Nitrospiraceae"	"Leptospirillum"	"uncultured bacterium"
"1175"	"FJ745080"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1176"	"FJ745117"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1177"	"FJ745158"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1178"	"FJ745180"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1179"	"FJ745190"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured bacterium"	NA
"1180"	"FJ745232"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured bacterium"	NA
"1181"	"FJ745259"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured bacterium"	NA
"1182"	"FJ745271"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured Rhodobacteraceae bacterium"
"1183"	"FJ745272"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseobacter clade OCT lineage"	"uncultured Sulfitobacter sp."
"1184"	"FJ825868"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"OM60(NOR5) clade"	"uncultured marine bacterium"
"1185"	"FJ825946"	"Bacteria"	"Verrucomicrobia"	"Verrucomicrobiae"	"Verrucomicrobiales"	"DEV007"	"uncultured marine bacterium"	NA
"1186"	"FJ826041"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"OM60(NOR5) clade"	"uncultured marine bacterium"
"1187"	"FJ826078"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured marine bacterium"	NA
"1188"	"FJ826163"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured marine bacterium"
"1189"	"FJ826217"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured marine bacterium"	NA	NA	NA
"1190"	"FJ826302"	"Bacteria"	"Cyanobacteria"	"ML635J-21"	"uncultured marine bacterium"	NA	NA	NA
"1191"	"FJ826491"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured phototrophic eukaryote"	NA	NA	NA
"1192"	"FJ960103"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Prochlorococcus"	"uncultured bacterium"
"1193"	"FJ984522"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Marinobacter"	"Marinobacter hydrocarbonoclasticus"
"1194"	"FJ999604"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"uncultured"	"uncultured actinobacterium"	NA
"1195"	"FJ999606"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured cyanobacterium"
"1196"	"FJ999613"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1197"	"FM992724"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"Alteromonas sp. M71_D56"
"1198"	"FN822205"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	"uncultured planctomycete"
"1199"	"FN433348"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured Flavobacteriia bacterium"
"1200"	"FN433409"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured Flavobacteriia bacterium"	NA
"1201"	"FN433412"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS4 marine group"	"uncultured Flavobacteriia bacterium"
"1202"	"FM242300"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"OM182 clade"	"uncultured gamma proteobacterium"	NA
"1203"	"FQ032826"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured Flavobacteriia bacterium"
"1204"	"FQ032827"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Cryomorphaceae"	"NS7 marine group"	"uncultured Flavobacteriia bacterium"
"1205"	"FN433310"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured Flavobacteriia bacterium"
"1206"	"FN433328"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured Flavobacteriia bacterium"
"1207"	"FN433379"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured Flavobacteriia bacterium"	NA
"1208"	"FN433426"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS5 marine group"	"uncultured Flavobacteriia bacterium"
"1209"	"FR667293"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Microcystis"	"uncultured bacterium"
"1210"	"FR683217"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured marine bacterium"	NA
"1211"	"FR683232"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1212"	"FR683361"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured marine bacterium"	NA	NA
"1213"	"FR683443"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS2b marine group"	"uncultured marine bacterium"
"1214"	"FR683618"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1215"	"FR683640"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1216"	"FR683683"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1217"	"FR683739"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured marine bacterium"	NA	NA
"1218"	"FR683821"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1219"	"FR684053"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured marine bacterium"
"1220"	"FR684107"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1221"	"FR684119"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1222"	"FR684215"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1223"	"FR684428"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1224"	"FR684448"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1225"	"FR684554"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1226"	"FR684579"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1227"	"FR684705"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1228"	"FR684736"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured marine bacterium"	NA	NA	NA
"1229"	"FR684886"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured marine bacterium"	NA	NA
"1230"	"FR684890"	"Bacteria"	"Proteobacteria"	"Elev-16S-509"	"uncultured marine bacterium"	NA	NA	NA
"1231"	"FR684960"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1232"	"FR685090"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1233"	"FR685388"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1234"	"FR685466"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1235"	"FQ032825"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured Flavobacteriia bacterium"	NA
"1236"	"FR683711"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1237"	"FR683729"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1238"	"FR683972"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"KI89A clade"	"uncultured marine bacterium"	NA	NA
"1239"	"FR683981"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"uncultured marine bacterium"	NA	NA	NA
"1240"	"FR684118"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1241"	"FR684154"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured marine bacterium"	NA
"1242"	"FR684227"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1243"	"FR684309"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1244"	"FR684371"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1245"	"FR684763"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1246"	"FR684987"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1247"	"FR685064"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1248"	"FR685144"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1249"	"FR685247"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1250"	"FR685627"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1251"	"FR685709"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured marine bacterium"
"1252"	"FR685742"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured marine bacterium"
"1253"	"FN822224"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	"uncultured planctomycete"
"1254"	"FR714389"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	"uncultured planctomycete"
"1255"	"FN822136"	"Bacteria"	"Planctomycetes"	"Planctomycetacia"	"Planctomycetales"	"Planctomycetaceae"	"uncultured"	"uncultured planctomycete"
"1256"	"FQ032823"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"NS9 marine group"	"uncultured Flavobacteriia bacterium"	NA
"1257"	"FQ032830"	"Bacteria"	"Bacteroidetes"	"Cytophagia"	"Cytophagales"	"Flammeovirgaceae"	"Marinoscillum"	"uncultured Cytophagia bacterium"
"1258"	"FO082259"	"Bacteria"	"Cyanobacteria"	"Chloroplast"	"Bathycoccus prasinos"	NA	NA	NA
"1259"	"FQ032828"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS2b marine group"	"uncultured Flavobacteriia bacterium"
"1260"	"GQ337094"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured SAR406 cluster bacterium"	NA
"1261"	"GQ337099"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Magnetospira"	"uncultured alpha proteobacterium"
"1262"	"GQ337152"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured alpha proteobacterium"	NA
"1263"	"GQ337158"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured alpha proteobacterium"
"1264"	"GQ337281"	"Bacteria"	"Chloroflexi"	"SAR202 clade"	"uncultured Chloroflexi bacterium"	NA	NA	NA
"1265"	"GQ346798"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured actinobacterium"	NA
"1266"	"GQ346812"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Rhodospirillaceae"	"Defluviicoccus"	"uncultured alpha proteobacterium"
"1267"	"GQ346911"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured gamma proteobacterium"	NA
"1268"	"GQ346989"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured alpha proteobacterium"
"1269"	"GQ347675"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured marine bacterium"	NA
"1270"	"GQ348051"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured gamma proteobacterium"
"1271"	"GQ348107"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured gamma proteobacterium"
"1272"	"GQ348674"	"Bacteria"	"Verrucomicrobia"	"Opitutae"	"MB11C04 marine group"	"uncultured Verrucomicrobia bacterium"	NA	NA
"1273"	"GQ349293"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseobacter clade OCT lineage"	"uncultured alpha proteobacterium"
"1274"	"GQ349369"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27 clade"	"uncultured delta proteobacterium"
"1275"	"GQ351199"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured bacterium"	NA
"1276"	"GQ351249"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"uncultured"	"uncultured bacterium"	NA
"1277"	"FR683487"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1278"	"FR683650"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1279"	"FR683839"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1280"	"FR684035"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"uncultured marine bacterium"	NA	NA
"1281"	"FR684137"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"Oceanospirillaceae"	"Marinobacterium"	"uncultured marine bacterium"
"1282"	"FR684202"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"SAR92 clade"	"uncultured marine bacterium"
"1283"	"FR684247"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1284"	"FR684345"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1285"	"FR684354"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Methylophilales"	"Methylophilaceae"	"OM43 clade"	"uncultured marine bacterium"
"1286"	"GQ375267"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured SAR406 cluster bacterium"	NA
"1287"	"FR684358"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Order Incertae Sedis"	"Family Incertae Sedis"	"Marinicella"	"uncultured marine bacterium"
"1288"	"FR684437"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1289"	"GQ377765"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured bacterium"	NA
"1290"	"GQ377778"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"uncultured bacterium"
"1291"	"GQ377787"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"Alteromonas"	"uncultured bacterium"
"1292"	"GQ377791"	"Bacteria"	"Bacteroidetes"	"Flavobacteria"	"Flavobacteriales"	"Flavobacteriaceae"	"NS2b marine group"	"uncultured bacterium"
"1293"	"GQ377812"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"Sva0996 marine group"	"uncultured bacterium"	NA
"1294"	"FR684657"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured marine bacterium"	NA
"1295"	"FR684789"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"SAR92 clade"	"uncultured marine bacterium"
"1296"	"FR684934"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1297"	"FR685043"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1298"	"FR685392"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 4"	"uncultured marine bacterium"	NA
"1299"	"FR685417"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"OM60(NOR5) clade"	"uncultured marine bacterium"
"1300"	"FR685503"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1301"	"FR685613"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1302"	"GQ391995"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Ruegeria"	"Silicibacter sp. PaD1.52b"
"1303"	"GQ130152"	"Bacteria"	"Cyanobacteria"	"Cyanobacteria"	"SubsectionI"	"FamilyI"	"Synechococcus"	"Synechococcus sp. MI0607A"
"1304"	"FR683284"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Pseudomonadaceae"	"Pseudomonas"	"uncultured marine bacterium"
"1305"	"FR683452"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1306"	"FR683791"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SAR116 clade"	"uncultured marine bacterium"	NA
"1307"	"FR683837"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1308"	"FR684027"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1309"	"FR684095"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured marine bacterium"	NA
"1310"	"FR684140"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1311"	"FR684182"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"OM60(NOR5) clade"	"uncultured marine bacterium"
"1312"	"FR684189"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Methylophilales"	"Methylophilaceae"	"OM43 clade"	"uncultured marine bacterium"
"1313"	"FR684223"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1314"	"FR684727"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Oceanospirillales"	"SAR86 clade"	"uncultured marine bacterium"	NA
"1315"	"FR684935"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"uncultured"	"uncultured marine bacterium"
"1316"	"FR685724"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Sulfitobacter"	"uncultured marine bacterium"
"1317"	"GQ921469"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Moraxellaceae"	"Acinetobacter"	"uncultured bacterium"
"1318"	"GQ337118"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured alpha proteobacterium"	NA
"1319"	"GQ337163"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured alpha proteobacterium"	NA
"1320"	"GQ337176"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured alpha proteobacterium"	NA
"1321"	"GQ337183"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured alpha proteobacterium"	NA
"1322"	"GQ337321"	"Bacteria"	"Deferribacteres"	"Deferribacteres"	"Deferribacterales"	"SAR406 clade(Marine group A)"	"uncultured SAR406 cluster bacterium"	NA
"1323"	"GQ346815"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured alpha proteobacterium"	NA
"1324"	"GQ346902"	"Bacteria"	"Actinobacteria"	"Acidimicrobiia"	"Acidimicrobiales"	"OCS155 marine group"	"uncultured actinobacterium"	NA
"1325"	"GQ346947"	"Bacteria"	"Chloroflexi"	"JG30-KF-CM66"	"uncultured Chloroflexi bacterium"	NA	NA	NA
"1326"	"GQ347371"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"SAR324 clade(Marine group B)"	"uncultured delta proteobacterium"	NA	NA
"1327"	"GQ347996"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseobacter clade OCT lineage"	"uncultured alpha proteobacterium"
"1328"	"GQ348124"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Alteromonadales"	"Alteromonadaceae"	"OM60(NOR5) clade"	"uncultured gamma proteobacterium"
"1329"	"GU061232"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Deep 1"	"uncultured alpha proteobacterium"	NA
"1330"	"GQ348231"	"Bacteria"	"Cyanobacteria"	"ML635J-21"	"uncultured bacterium"	NA	NA	NA
"1331"	"GU061613"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Family Incertae Sedis"	"Candidatus Endoecteinascidia"	"uncultured bacterium"
"1332"	"GQ349089"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"SAR11 clade"	"Surface 1"	"uncultured alpha proteobacterium"	NA
